-1,39.5,87.833,5,14.833,16,21.667,12,33.667,45.667,22,9.1667,5,19.833,24.833,100,0,-6,2,1,37,78.6,6,16.6,19,25.8,10.8,31.6,42.4,22.2,7.2,5.8,13.2,20,99,0.8,1,1
1,38.143,83.429,7.8571,21.429,22,29.429,10.571,33.857,44.429,24,10.286,5.7143,17.857,21.857,106.14,0.57143,2,-4,1,37.143,84.714,6.7143,18.857,16.286,24.429,14,32.143,46.143,18.714,8.2857,4.8571,14.857,23.143,97.286,0.57143,2,-5
-1,31,75.667,6,19,23.5,28.667,10,31.167,41.167,22.833,6.5,6.3333,16.667,25.667,91.5,0.66667,-1,3,1,37.714,82.286,8.5714,20.286,15.429,19.571,10.857,33.286,44.143,21.429,8,4,13.429,19.714,99.429,0.71429,1,-1
1,41.857,83.714,4.2857,11.143,23.143,30.571,12.286,30.571,42.857,28.429,10,4.5714,17.143,25.571,111.14,0.71429,3,1,1,32.167,74.667,3.5,12.167,26.667,31.333,9.8333,26.167,36,14.167,8.3333,3.3333,15.333,21.167,94.5,0.33333,1,3
-1,30.833,75.167,4.8333,15,19.5,29.167,14.833,29.167,44,17.333,8.3333,3.8333,18.667,23.167,86,0.5,-1,2,1,34.667,79.833,5,15.5,10.167,16.333,10.667,32.5,43.167,19.5,7.5,5,15.167,17.833,84.5,0.16667,1,-1
-1,36.667,76.833,7,19,22.667,25.5,8.5,31.833,40.333,21.167,4,6,12.833,22.833,103,0.66667,-1,-2,-1,34.667,80.167,4.1667,15,18.167,26.5,14.333,31,45.333,19.333,8.5,5,16.667,21.333,91.667,0.33333,-2,4
-1,37.667,87.167,7.5,21.833,18.667,25.333,11.667,34.5,46.167,22.5,8.5,5.8333,16.333,28.167,101.5,0.5,-3,1,1,39.8,76,8.4,19,19.6,26,9,33.8,42.8,26,10.8,4,16.2,23.4,107.6,1,5,-1
-1,34.8,79.2,9,22.6,23.2,32,11.2,31.6,42.8,17.8,4.8,4.2,19.2,22,101.8,0.2,-2,-3,1,35.143,81.286,6.1429,20.286,18.714,23.857,13.857,32.857,46.714,21.714,7.4286,5.7143,14.286,21.143,95.143,0.85714,3,-1
-1,35.571,78,9.8571,24.714,20.714,28.857,9.1429,33.143,42.286,21,5.2857,4.2857,12.857,19.714,101.71,0.71429,-1,1,-1,39.143,87.571,4.7143,14,17.429,22.714,11.857,34,45.857,21.857,8.8571,4.5714,18.857,24.857,100.43,0,-7,3
1,40.429,88.429,10.286,27.857,13.143,17.429,9.7143,31.429,41.143,24.571,8.8571,3.8571,12.571,17.429,104.29,0.71429,2,-4,-1,36.8,80.2,5.8,15.6,19.8,28.2,12,29.6,41.6,18.6,7.2,2.6,16.2,20.6,99.2,0.4,-2,4
1,37,79.167,5.3333,12.667,14.667,19.5,8.8333,31.667,40.5,20,4.5,3.5,14.5,21,94,0.5,3,3,1,37.167,80.167,6.3333,17.667,19.667,27,11,32.5,43.5,23,7.6667,5,12.833,20.833,100.33,0.83333,2,-1
1,36.429,76.571,7.4286,20.429,17.571,23.714,7.7143,33.143,40.857,20.571,7.7143,5.7143,12.143,19.143,97.857,0.85714,3,1,1,40.6,81.4,5.2,15.8,22,30.4,11,34.4,45.4,25.2,9.6,5.2,16.6,21.2,108.4,0.6,1,3
